1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2,0,0,1,0,1,0,0,0,0,0,1,0,0,0
3,1,0,0,0,1,1,0,0,0,0,1,0,0,0
4,1,0,0,0,0,1,0,0,0,0,1,0,0,0
5,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6,0,0,1,0,0,0,0,0,0,1,0,0,0,1
7,1,0,0,0,0,1,0,0,0,0,1,0,0,0
8,1,0,0,0,0,1,0,0,0,0,1,0,0,0
9,1,0,0,0,0,1,0,0,0,0,1,0,0,0
10,1,0,0,0,0,1,0,0,0,0,1,0,0,0
11,1,0,0,0,0,1,0,0,0,0,1,0,0,0
12,1,0,0,0,1,1,0,0,0,0,1,0,0,0
13,0,1,0,0,0,1,0,0,0,0,0,0,1,0
14,0,1,0,0,0,1,1,0,0,0,0,0,1,0
15,0,0,1,0,0,1,0,0,0,0,0,1,0,0
16,1,0,0,0,1,1,0,0,0,0,1,0,0,0
17,1,0,0,0,0,1,0,0,0,0,1,0,0,0
18,1,0,0,0,1,1,0,0,0,0,1,0,0,0
19,1,0,0,0,0,1,0,0,0,0,1,0,0,0
20,1,0,0,0,1,1,0,0,0,0,1,0,0,0
21,1,0,0,0,0,1,0,0,0,0,1,0,0,0
22,1,0,0,0,1,1,0,0,0,0,1,0,0,0
23,0,1,0,0,0,1,0,0,0,0,0,0,1,0
24,1,0,0,1,0,1,0,0,0,0,1,0,0,0
25,1,0,0,0,0,0,0,0,1,0,0,1,0,0
26,1,0,0,0,1,1,0,0,0,0,1,0,0,0
27,1,0,0,0,0,1,1,0,0,0,1,0,0,0
28,1,0,0,0,0,1,0,0,0,0,1,0,0,0
29,0,0,1,1,0,0,0,0,0,0,0,0,0,1
30,1,0,0,0,1,1,0,0,0,0,1,0,0,0
31,1,0,0,0,0,1,0,0,0,0,1,0,0,0
32,0,1,0,0,1,1,0,0,0,0,0,0,1,0
33,1,0,0,0,1,1,0,0,0,0,1,0,0,0
34,1,0,0,0,1,1,0,0,0,0,1,0,0,0
35,1,0,0,0,1,1,0,0,0,0,1,0,0,0
36,0,1,0,0,0,1,0,0,0,0,0,0,1,0
37,0,1,0,0,0,1,0,0,0,0,0,0,1,0
38,0,1,0,0,0,1,0,0,0,0,0,0,1,0
39,0,1,0,0,0,1,0,0,0,0,0,0,1,0
40,1,0,0,0,1,1,0,0,0,0,1,0,0,0
41,1,0,0,0,0,1,0,0,0,0,1,0,0,0
42,1,0,0,0,0,1,0,0,0,0,1,0,0,0
43,0,1,0,1,0,0,0,0,0,0,0,0,1,0
44,1,0,0,0,0,0,0,0,0,1,1,0,0,0
45,1,0,0,0,0,1,0,0,0,0,1,0,0,0
46,0,0,1,0,0,0,0,0,0,1,0,0,0,1
47,0,1,0,0,0,1,0,0,0,0,0,0,1,0
48,1,0,0,0,1,1,0,0,0,0,1,0,0,0
49,0,1,0,0,0,1,0,0,0,0,0,0,1,0
50,1,0,0,0,1,0,0,0,0,0,1,0,0,0
51,1,0,0,0,0,1,0,0,0,0,1,0,0,0
52,1,0,0,0,0,1,0,0,0,0,1,0,0,0
53,0,1,0,0,0,1,0,0,0,0,0,0,1,0
54,0,1,0,0,0,1,0,0,0,0,0,0,1,0
55,0,1,0,0,1,1,0,0,0,0,0,0,1,0
56,0,1,0,0,0,1,0,0,0,0,0,0,1,0
57,0,1,0,0,1,1,1,0,0,0,0,0,1,0
58,0,0,1,1,0,0,0,0,0,0,0,0,0,1
59,1,0,0,0,1,1,0,0,0,0,1,1,0,0
60,0,1,0,0,0,1,1,0,0,0,0,0,1,0
61,0,1,0,0,0,1,0,0,0,0,0,0,1,0
62,1,0,0,0,1,1,0,0,0,0,1,0,0,0
63,0,0,1,0,0,1,0,0,0,0,1,0,0,0
64,0,1,0,0,0,1,0,0,0,0,0,0,1,0
65,1,0,0,0,1,1,0,0,0,0,1,0,0,0
66,1,0,0,0,0,1,0,0,0,0,1,0,0,0
67,1,0,0,0,1,1,0,0,0,0,1,0,0,0
68,0,1,0,0,1,1,0,0,0,0,0,0,1,0
69,1,0,0,0,0,1,0,0,0,0,1,0,0,0
70,0,0,1,0,0,1,1,0,0,0,1,0,0,0
71,0,0,1,1,0,1,1,0,0,0,1,0,0,0
72,0,0,1,1,0,1,1,0,0,0,1,0,0,0
73,0,0,1,1,0,1,1,0,0,0,1,0,0,0
74,0,0,1,1,0,0,0,0,0,0,0,0,0,1
75,0,1,0,0,0,1,0,0,0,0,0,0,1,0
76,0,1,0,0,0,0,0,0,1,0,0,0,1,0
77,1,0,0,0,1,1,0,0,0,0,1,0,0,0
78,1,0,0,0,0,1,0,0,0,0,1,0,0,0
79,0,0,1,1,0,0,0,0,0,0,0,1,0,0
80,0,0,1,0,0,0,0,0,0,1,0,1,0,0
81,1,0,0,0,1,1,0,0,0,0,1,0,0,0
82,0,1,0,0,0,1,0,0,0,0,0,0,1,0
83,1,0,0,0,1,1,0,0,0,0,1,0,0,0
